Majority protein IDs,Intensity MDAMB231 Biol. repl. 1,Intensity MDAMB231 Biol. repl. 2,Intensity MDAMB231 Biol. repl. 3,Intensity MDAMB231 Biol. repl. 4,Intensity LM2 Biol. repl. 1,Intensity LM2 Biol. repl. 2,Intensity LM2 Biol. repl. 3,Intensity LM2 Biol. repl. 4,Intensity BT549 Biol. repl. 1,Intensity BT549 Biol. repl. 2,Intensity BT549 Biol. repl. 3,Intensity BT549 Biol. repl. 4,Intensity Hs578T Biol. repl. 1,Intensity Hs578T Biol. repl. 2,Intensity Hs578T Biol. repl. 3,Intensity Hs578T Biol. repl. 4,Intensity HCC1419 Biol. repl. 1,Intensity HCC1419 Biol. repl. 2,Intensity HCC1419 Biol. repl. 3,Intensity HCC1419 Biol. repl. 4,Intensity HCC1954 Biol. repl. 1,Intensity HCC1954 Biol. repl. 2,Intensity HCC1954 Biol. repl. 3,Intensity HCC1954 Biol. repl. 4,Intensity JIMT1 Biol. repl. 1,Intensity JIMT1 Biol. repl. 2,Intensity JIMT1 Biol. repl. 3,Intensity JIMT1 Biol. repl. 4,Intensity SKBR3 Biol. repl. 1,Intensity SKBR3 Biol. repl. 2,Intensity SKBR3 Biol. repl. 3,Intensity SKBR3 Biol. repl. 4,Intensity MCF7 Biol. repl. 1,Intensity MCF7 Biol. repl. 2,Intensity MCF7 Biol. repl. 3,Intensity MCF7 Biol. repl. 4,Intensity MCF10A Biol. repl. 1,Intensity MCF10A Biol. repl. 2,Intensity MCF10A Biol. repl. 3,Intensity MCF10A Biol. repl. 4,ANOVA Significant
,MDAMB231,MDAMB231,MDAMB231,MDAMB231,LM2,LM2,LM2,LM2,BT549,BT549,BT549,BT549,Hs578T,Hs578T,Hs578T,Hs578T,HCC1419,HCC1419,HCC1419,HCC1419,HCC1954,HCC1954,HCC1954,HCC1954,JIMT1,JIMT1,JIMT1,JIMT1,SKBR3,SKBR3,SKBR3,SKBR3,MCF7,MCF7,MCF7,MCF7,MCF10A,MCF10A,MCF10A,MCF10A,
,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,MCF7,MCF7,MCF7,MCF7,MCF10A,MCF10A,MCF10A,MCF10A,
Q9BTC8,-3.670172,-4.980005,-4.504589,-5.459833,-6.028569,-5.278732,-4.993213,-5.412237,-5.268231,-4.410735,-5.197195,-5.167536,-4.553373,-5.354832,-5.449965,-6.005542,-6.372867,-4.188037,-5.170358,-5.580629,-4.580956,-4.5331,-4.097422,-4.746388,-1.111385,-1.02594,-1.604,-5.052234,-5.156878,-5.233483,-4.780939,-4.369328,-4.057185,-3.179037,-4.183886,-5.501196,-5.72051,-4.838773,-4.484345,-3.756846,
Q9BTE7,-5.078397,-4.704629,-5.482097,-4.830289,-5.457494,-5.554784,-4.215798,-5.132975,-3.964921,-4.58071,-4.959935,-4.752635,-5.070428,-3.782835,-4.178721,-4.732997,-3.992916,-4.348577,-3.934113,-3.382685,-1.789532,-2.264633,-2.890488,-2.263783,-4.410189,-5.699697,-5.044536,-3.645786,-3.733643,-4.101479,-5.074369,-5.378305,-5.355643,-4.211117,-4.168928,-3.954483,-4.265869,-5.037098,-4.102319,-4.031921,
Q9BTT0,0.4924145,-0.1673298,-0.1848946,0.109333,-2.120136,-3.165501,-3.017984,-5.868828,0.2388439,-0.05081177,0.2894669,-0.2430439,-2.087078,-1.184763,-2.214359,-0.4728489,-1.363838,-1.35985,-3.26125,-3.922638,-3.715459,-4.016854,-5.2869,-5.446335,1.082489,1.751806,1.47575,0.4822445,-0.9254284,-1.643078,-2.453915,-1.979273,-0.09567833,0.6468563,-0.4638691,-0.3309803,0.3363266,-0.1305027,0.6572628,0.1480808,
Q9BTT6,-0.5629196,-0.1871033,-0.2946968,-0.6763134,-1.688459,-2.240723,-5.089124,-2.299595,-2.901382,-4.363393,-5.808594,-4.67509,-4.863324,-4.197962,-4.548058,-4.229313,1.507881,1.744667,1.750547,1.9394,2.173975,1.441097,0.445797,1.311239,-0.3584347,-0.854311,-2.602365,-1.771679,2.386621,2.143682,2.403719,2.098089,1.515285,1.453712,1.561789,1.721119,-5.362706,-1.548164,-3.547636,-4.654623,+
Q9BTU6,-2.220057,-4.331429,-3.415684,-2.2355,-2.505565,-3.289224,-5.144584,-4.783028,-4.533885,-4.447905,-5.177198,-4.139493,-4.21851,-3.303808,-5.407627,-4.216826,-2.714571,-1.593121,-4.88234,-5.338046,-2.851587,-4.482531,-3.279993,-3.534084,0.5045662,-0.2103539,-4.568262,-0.03108025,-4.615608,-5.468359,-5.240026,-6.158575,-6.272715,-5.082758,-5.015128,-5.212837,-4.312928,-3.088454,-1.416885,-1.843412,
Q9BTV4,-3.639232,-2.83787,-1.151613,-2.354445,-4.804308,-4.512022,-6.023169,-5.101273,1.414654,0.8618336,0.9101105,1.316324,-1.895494,-3.086952,-1.595499,-4.893192,-1.19939,-1.556005,-1.10837,-2.39333,1.330139,0.7869358,0.2764206,0.4658375,2.798098,3.168941,2.106361,1.574533,-1.522036,-1.853392,-2.769384,-1.984827,0.1820316,0.05234337,-1.433422,-1.431557,0.8380699,1.271845,3.10218,1.790625,+
Q9BTW9,-0.9927502,-5.451573,-2.969332,-2.423922,-4.788902,-5.213848,-4.152144,-4.682346,-0.6522617,-1.033083,-1.628428,-2.81061,-2.36833,-5.640625,-4.933633,-6.143763,-1.068161,-2.407749,-0.1764374,-0.5193768,0.7603931,-0.7505341,-0.1929913,-1.031281,0.4165974,-0.9345646,-1.605499,-0.0706749,-0.2106533,0.09505463,-0.5145321,0.1590805,-0.6397381,-0.07256508,0.0847168,-0.4505157,-3.09363,-5.068997,-1.600044,-2.410883,+
Q9BTY7,-4.385616,-3.719932,-4.580465,-6.032725,-3.805025,-5.738361,-3.601906,-5.142799,-4.51739,-5.210791,-4.882413,-4.72612,-3.374601,-4.763257,-4.779159,-4.026619,-0.1188583,-0.4545593,-0.2246284,-0.7446022,-5.117536,-4.594654,-3.473307,-5.259783,-3.556107,-3.866105,-4.608284,-5.136616,-1.584904,-4.066082,-4.163513,-5.039554,-4.384207,-4.04369,-4.909199,-5.051877,-5.203017,-4.617765,-4.904881,-4.156784,
Q9BTZ2,-3.079186,-4.107542,-2.170317,-3.257008,-3.307824,-3.8021,-4.966518,-5.996734,-3.870186,-5.355676,-4.837916,-3.593262,-4.088704,-6.262905,-4.814129,-5.336418,-1.880016,-3.636795,-2.431072,-1.409771,-1.48579,-2.507896,-2.8388,-2.629616,-2.266243,-2.546707,-3.23571,-1.695696,-4.113344,-4.035038,-6.217962,-3.49308,-2.339098,-2.708273,-3.65608,-3.523493,-3.958862,-4.747322,-1.445101,-5.455437,
Q9BU23,-5.51965,-4.059532,-3.782995,-5.412182,-5.672955,-3.85089,-5.489872,-4.331343,-2.977228,-2.944744,-4.871012,-2.930895,-4.328812,-4.955659,-4.870396,-6.061439,-4.022052,-5.146783,-6.110083,-5.291417,-5.225009,-5.83551,-6.666485,-6.783309,-6.029324,-4.285929,-5.789663,-5.235758,-5.295457,-5.261268,-5.442055,-5.40895,-5.618715,-4.092947,-4.481774,-4.529706,-4.115597,-3.961344,-2.346495,-3.459358,+
Q9BU40,-4.130793,-4.458746,-4.492259,-3.890263,-5.078152,-3.305098,-5.626055,-3.863075,-4.134308,-4.243182,-4.794185,-3.096878,-4.042985,-5.220022,-4.077447,-4.663399,-5.688925,-6.425168,-4.27987,-6.44839,-5.533407,-6.012983,-4.737178,-4.165186,2.765284,3.98576,3.335909,2.408838,-3.746297,-6.805564,-5.273255,-7.16495,-2.651274,-0.6509571,-4.33618,-2.517742,-4.808903,-4.70415,-5.307629,-4.932119,
Q9BU68,-2.713167,-5.304619,-3.963408,-4.083506,-4.139795,-5.529545,-4.371545,-6.122982,-4.847844,-4.691364,-3.929497,-4.209498,-5.620152,-4.067809,-4.905089,-5.350419,1.887112,2.32914,1.941965,2.135534,-5.573105,-5.295684,-5.043036,-3.983203,-5.64019,-2.622663,-4.781887,-5.012284,-5.09267,-3.419424,-5.131355,-6.012755,-5.372997,-5.640456,-4.386776,-4.353584,-3.453153,-4.103019,-4.498721,-4.612578,
Q9BUD6,-3.487829,-4.921877,-4.730465,-4.996432,-3.848962,-4.962556,-4.348283,-4.951811,0.7785206,0.6465073,1.266651,0.3993816,-3.312077,-3.406946,-5.687518,-5.497686,-4.277953,-4.297169,-5.40581,-4.716757,-3.491193,-5.001765,-5.45941,-4.300309,-4.172453,-4.831992,-2.086813,-5.778992,-6.548209,-4.284171,-5.754745,-5.325145,-4.960328,-2.897887,-4.209363,-4.606881,-5.923477,-3.949949,-5.294713,-3.460243,
Q9BUF5,1.194866,-0.187767,1.124357,0.8073311,1.389631,1.135925,1.25223,1.477018,2.82456,2.311438,3.484402,3.623001,2.276648,2.783546,2.267763,2.005363,-1.624384,-2.987598,1.9163,-5.639606,-1.069212,1.188253,1.674143,1.39427,3.870979,3.588326,3.014347,3.839401,-0.372118,-0.8143311,-0.8002205,-1.205366,1.549232,1.42951,1.854935,1.148075,3.228155,3.216278,2.929371,3.33742,
Q9BUJ2,0.4782429,0.5717335,0.5719643,0.5324593,-0.3709106,-1.060007,-0.4252415,0.008449554,1.33651,-0.6916065,-0.058424,-4.667844,-2.627916,-6.578536,-0.6228199,-4.608907,2.344009,0.6318302,1.591553,1.342499,0.7608433,0.8716984,0.8713531,1.132254,0.4076576,0.5133438,0.6315136,1.713257,-0.3519783,-0.6142178,0.4134083,0.6826725,0.03575516,1.735912,1.359844,0.5976658,-0.04058075,1.04582,2.084919,1.63792,+
Q9BUL8,0.2957058,0.4347382,-0.489893,-0.1513252,-1.334202,-1.448862,-1.378885,-0.6695118,-1.809196,-1.909748,-2.322662,-2.965379,-1.852188,-5.444,-4.426459,-2.494841,0.9975624,1.242371,1.413757,1.272032,2.071291,1.197546,1.374519,1.35697,2.278046,1.673998,1.974876,0.8394814,2.543856,1.978758,1.960119,1.929653,1.425583,1.055628,0.624321,0.4156818,-1.097204,-1.681393,-0.6503372,-5.768614,+
Q9BUL9,-4.298063,-3.895073,-4.21861,-3.587806,-3.957056,-4.415997,-4.749002,-5.02311,-3.459916,-4.229004,-4.262364,-4.062149,-5.975394,-4.191888,-5.013275,-3.885016,-7.946876,-5.210377,-4.066247,-3.150662,-5.624621,-6.287843,-5.02639,-4.705643,-4.189541,-5.915247,-4.710333,-3.687328,-5.04812,-5.272699,-4.732584,-5.519949,-5.550794,-3.254086,-3.796659,-5.250306,-4.88551,-4.535799,-4.640553,-4.88437,
Q9BUN8,-4.457786,-3.786551,-2.477427,-4.141926,-4.061005,-3.855432,-4.311964,-3.625938,-4.07923,-2.33391,-4.747875,-4.547041,-3.133706,-3.56465,-3.79869,-5.72008,-4.683015,-6.587066,-5.417813,-4.113001,-3.163464,-4.012284,-4.345468,-6.144529,-2.636097,-2.151749,-5.545543,-2.368053,-5.855134,-2.449652,-1.422123,-1.745075,-2.722923,-4.882139,-5.008405,-1.941233,-5.202111,-5.299381,-5.737112,-3.455471,
Q9BUP0,-4.900591,-3.409698,-4.698151,-4.48575,-5.674581,-5.919465,-5.580102,-5.38224,-4.276168,-5.068982,-4.820669,-3.905691,-5.204807,-4.31359,-3.732286,-6.620608,0.06953049,1.775715,1.201071,1.707561,-0.2874718,0.2974014,-0.01111984,0.8266392,-5.203945,-6.268595,-5.402472,-4.610533,2.218733,0.5897198,0.1766357,0.3062477,-5.254857,-4.004378,-5.623295,-4.633712,-5.892912,-4.050721,-4.320486,-4.379321,+
Q9BUP3,0.4748707,1.116379,0.6834545,1.315687,-0.5450382,-0.1350098,-0.7387314,0.1946812,-2.417313,-1.748816,-1.939009,-1.024506,-4.90249,-3.433908,-5.472504,-4.433734,-2.288275,-0.5424576,-1.563198,-1.851767,0.8498173,0.6509571,1.154064,0.3116703,2.136612,1.954967,2.578585,2.049383,-3.064177,-1.468857,-2.7274,-4.892708,-0.5354004,0.8934612,-0.2606754,-0.6735859,0.7085991,0.7365227,0.5366631,-0.1267815,
Q9BUQ8,-5.322237,-5.026639,-4.766058,-4.694236,-5.176188,-5.813176,-3.977533,-4.740974,-3.43342,-3.581317,-5.064874,-4.96646,-3.582625,-5.328605,-4.016536,-3.506444,-1.765917,-0.6048203,-1.695143,-1.628704,-1.525682,-3.41247,-2.948084,-4.045307,-0.9567833,-0.002689362,-0.4365292,-0.7372189,-1.179482,-2.333616,-2.435089,-2.56386,-1.205088,-1.119513,-1.331181,-0.3765965,-1.809059,-1.782768,-2.91337,-2.639042,+
Q9BUV8,-4.304574,-3.658425,-4.592313,-2.775498,-4.508181,-3.970046,-4.72169,-4.908054,-4.3853,-4.271125,-3.201134,-3.634176,-4.329692,-6.038894,-5.026211,-4.064639,-4.175399,-3.189899,-2.932457,-3.438171,-3.412161,-5.547511,-3.74472,-4.885087,-2.089539,-2.451765,-5.963292,-2.20373,-6.449835,-4.023157,-4.911251,-3.686691,-5.621581,-5.740564,-4.162115,-3.839677,-6.383112,-5.218375,-2.385202,-2.204784,
Q9BUZ4,-5.549361,-2.579369,-5.323348,-4.791967,-5.072425,-4.545674,-5.042856,-4.483018,-4.781525,-3.51505,-4.066624,-4.427145,-4.648736,-4.200162,-4.528068,-5.066616,-0.5139389,-0.6239815,-1.796459,-0.7538891,-3.170933,-3.636044,-4.506639,-2.559443,-6.459707,-3.96651,-6.51714,-4.913078,-1.002176,-1.943762,-1.29981,-2.105888,-5.154109,-5.589381,-3.108742,-2.662993,-5.473303,-4.408955,-6.069817,-5.074924,
Q9BV36,-4.446827,-6.319357,-5.060057,-4.753668,-3.640562,-3.677818,-3.79426,-3.556305,-2.942988,-4.342797,-4.568883,-5.237195,-4.629675,-4.428993,-4.799162,-5.488779,1.460808,1.343943,1.203306,1.289701,-3.486994,-6.151052,-2.673883,-2.452181,-2.794614,-4.958869,-3.411247,-6.384155,-0.5713387,-0.6841297,-1.163113,-1.042713,-4.798019,-2.109098,-2.505819,-3.804134,-3.064929,-5.83027,-5.381397,-4.511415,+
Q9BV38,-1.447613,-2.193546,-1.748461,-1.848793,-4.450774,-3.100833,-4.065332,-4.259986,-3.523323,-3.766998,-4.232108,-1.16778,-3.147221,-5.517838,-5.862099,-4.703198,-1.074247,-2.038134,-2.443861,-1.594631,-2.007437,-2.569077,-1.639435,-1.421808,-0.2194633,-0.5125313,0.1647377,-0.365284,-1.141657,-6.190535,-3.458794,-1.677729,-4.770039,-1.918678,-1.835249,-0.8912125,-4.622355,-5.600131,0.04737473,-2.522902,
Q9BV40,1.924406,1.988747,1.956978,1.914949,0.8945122,0.06041718,0.6604576,0.2654819,-2.737944,-4.136833,-4.909056,-3.180054,-5.572902,-2.456408,-5.917622,-5.099048,3.761662,3.879795,3.878656,3.705343,0.1196003,0.4017048,0.5875759,0.7490139,2.381701,3.11372,-1.658628,2.582388,2.448347,2.130917,3.021887,2.854572,1.487362,1.524937,1.638325,1.22765,0.9504395,1.12265,1.805691,0.6680298,+
Q9BV57,-1.498281,-2.219337,-2.376463,-2.264629,-2.121077,-6.401035,-2.545652,-1.900675,-2.292131,-4.243611,-2.895823,-1.315502,-5.095477,-4.973333,-3.507366,-5.014316,-0.360651,-0.1318054,0.08400917,-0.1919346,-0.8318062,-1.6576,-1.628881,-0.7266598,-1.769514,-0.97015,-4.14196,-2.483377,0.1389732,-0.8663273,-1.116608,-0.7711945,-1.473177,-1.93264,-0.5934067,-0.3544083,-4.003819,-4.81984,-2.201727,-3.327379,+
Q9BV79,-5.147472,-5.428731,-5.049833,-4.563805,-2.289483,0.1677132,-4.091727,-6.183393,-0.4485493,-5.394722,-1.035315,-5.011396,-0.3785744,-3.556064,-3.807992,-5.596721,-4.489359,-5.285526,-4.885765,-5.166043,-5.363461,-4.198853,1.12377,0.536747,-1.634083,-6.213911,-5.237438,0.4152412,-4.764912,-3.95377,-4.733084,-3.998056,-4.41495,-4.720582,-3.404812,-4.71591,-1.219152,-1.921646,0.9979286,-0.6792355,
Q9BV86,-2.543835,-0.3225594,-0.6706104,-1.928015,-1.460537,-2.14044,-4.879075,-0.7687016,-0.1758595,-3.107447,-0.6419563,-0.7014351,-5.394141,-2.840474,-5.577069,-4.697437,-1.253763,-0.5864429,-2.306337,-0.6251068,-0.1074314,-0.03802872,0.5572643,0.4389782,0.1122971,0.4051533,-0.9189625,-0.5169106,-0.537735,-0.3353939,-0.1060791,-0.5030842,0.8072586,-2.530365,0.2485085,-1.026817,-2.776083,-1.772522,-4.435587,-1.369772,+
Q9BVC4,-5.137005,-4.319795,-5.252799,-4.930243,-5.134759,-4.078061,-6.299683,-6.424685,-4.411483,-3.290946,-4.34014,-5.570803,-6.044249,-5.286679,-4.056648,-5.313433,0.7854576,1.048105,0.9885559,1.057278,-4.622871,-1.191532,-5.493736,-3.671343,-2.380852,-5.394537,-2.251394,-1.831711,0.02073479,0.3668861,-0.3562298,-0.4242821,-5.590328,-2.595901,-4.917715,-0.7314186,-4.103348,-4.552019,-4.954472,-1.82929,+
Q9BVC6,-4.50172,-1.744122,-1.737486,-2.014938,-4.507123,-4.236298,-4.343466,-5.154887,-1.431808,-0.4727802,-0.4921036,-0.3560963,-5.423784,-3.927007,-7.020235,-4.069575,-5.071383,-5.600762,-6.684633,-3.509728,-1.836504,-1.70365,-3.595285,-1.41781,-4.419907,-4.747436,-6.141247,-1.095455,-4.284571,-4.721713,-3.822376,-1.688519,-2.716499,-4.51855,-3.48781,-5.805314,-5.342425,-2.959327,-4.444298,-0.4995403,
Q9BVG4,-0.6650982,-0.8009109,-5.149005,-1.873072,-0.3126163,-1.69977,-1.220375,-0.610321,-0.3625317,-5.514561,-1.640526,-2.064474,-4.7644,-5.259065,-4.228923,-5.109351,-2.488129,-3.745777,-0.6921215,-1.189808,-1.375504,-0.4795151,-0.7744617,-1.426596,0.867115,0.2783489,0.1948261,1.172915,0.6367226,-0.01292419,-0.1243134,-0.6701241,-1.690989,-3.168791,-1.761465,-1.472115,-0.7161255,-1.745136,-1.40564,-1.70731,
Q9BVJ7,-5.87219,-5.251878,-6.289837,-4.099996,-6.544888,-5.693098,-4.819582,-4.584762,-4.440561,-3.781877,-4.57898,-4.582991,-4.776632,-5.096671,-4.143805,-4.220119,-4.489683,-4.618244,-4.62569,-4.190552,-3.158966,-3.343637,-1.80619,-3.297966,-3.105747,-5.595073,-5.606603,-5.005535,-5.213256,-5.938494,-4.747983,-3.699675,-5.187118,-3.948093,-3.015463,-5.087366,-3.530281,-5.450296,-4.638058,-5.356656,
Q9BVK6,0.3043499,0.1155434,0.334053,-0.3779888,-1.919315,-4.72969,-4.540424,-2.517282,0.9310246,0.9936314,1.015684,1.211594,-0.3334255,-1.960417,-1.02656,-4.235106,1.670589,0.7433434,1.612158,0.2662868,4.039785,3.591024,3.091196,3.36846,1.827917,2.043192,2.227814,1.392504,-0.02245712,-0.886837,0.07489777,0.2305126,1.716562,1.714499,2.468946,0.8374672,2.295578,2.355778,3.260468,3.023462,+
Q9BVL2,-4.068537,-4.746048,-3.504583,-5.229389,-4.821606,-4.014647,-4.335974,-4.214727,-4.334835,-6.644474,-1.771732,-4.86612,-4.15956,-2.791115,-3.864799,-5.210722,-1.839474,-1.75139,-1.798058,-5.226505,-4.447819,-3.418514,-3.834621,-3.986397,-4.610996,-4.853893,-5.282261,-1.880129,-2.87952,-5.01219,-4.743713,-2.824877,-4.115032,-6.309433,-5.195611,-5.566663,-1.535933,-3.465639,-5.460028,-7.016959,
Q9BVM2,-4.955454,-6.202799,-5.842253,-5.647403,-5.338257,-2.588029,-4.974988,-4.557986,-3.770281,-2.614128,-2.67128,-4.716089,-4.058909,-5.656762,-3.130082,-4.523113,-0.9701748,-0.8332024,-1.085955,-0.5510159,-5.08495,-5.465155,-4.478353,-2.929594,-5.392259,-4.147103,-4.075657,-1.821299,-6.318793,-4.994609,-3.465065,-5.576007,-5.348499,-3.681885,-5.242697,-3.907775,-2.736143,-4.201653,-3.923501,-4.509264,
Q9BVP2,-4.091497,-5.198578,-6.224207,-1.256843,1.898582,1.744774,2.232021,1.504803,-1.289768,-2.314943,-4.331673,-4.512939,-4.367952,-2.758535,-6.307029,-2.82215,-4.590398,-5.368609,-3.783758,-3.980978,-4.081178,-1.639286,-3.466913,-1.761698,-2.884436,-4.220033,-6.112429,-4.50059,-4.901697,-6.383582,-3.695795,-5.802951,-2.472849,-1.42379,-2.828548,-5.126587,-2.106853,-4.576645,0.5138607,-3.032347,
Q9BW04,-5.674092,-5.282328,-5.103101,-4.366092,-5.095273,-3.336859,-3.630251,-5.038887,-3.820585,-3.8593,-4.425854,-4.709413,-4.949145,-3.148284,-5.321843,-6.097498,-3.957749,-4.840556,-3.951693,-5.339959,-1.891598,-7.226648,-2.590639,-3.674784,-5.180471,-4.934794,-5.019638,-4.60604,-4.817141,-4.806733,-4.264608,-4.970658,-3.879729,-6.247236,-5.824675,-5.58987,-3.20129,-4.099621,-1.928667,-3.707687,
Q9BW19,-4.554646,-2.500816,-1.966053,-1.451302,-3.797609,-3.336447,-3.724535,-3.24996,-3.659613,-3.951284,-4.972206,-4.740047,-5.151333,-1.949766,-6.297055,-5.160391,-3.944103,-3.785259,-3.546114,-3.773373,-0.6540184,-0.5458298,-1.676888,-0.5367146,-0.08808136,1.102728,-1.300056,2.710808,-2.516878,-5.307366,-2.190979,-2.890091,-1.102737,-1.778736,-1.411501,-0.9505672,-4.337589,-4.667929,-4.367317,-4.985866,+
Q9BW27,-4.927812,-1.638781,-1.217402,-5.220079,-1.310913,-1.159403,-0.9328785,-2.09108,-4.354656,-4.15505,-5.226928,-4.130906,-2.707256,-1.206654,-1.692074,-3.137253,-4.805197,-1.89171,-1.739477,-1.531401,-2.080488,-1.26433,-2.365913,-1.808661,0.09721184,-3.275698,-5.739192,-0.7959595,-2.300123,-2.159191,-1.792341,-1.209053,1.259619,1.088491,0.9493275,-5.188286,-1.381529,-0.1893578,-4.124861,-1.833176,
Q9BW30,-5.915192,-5.2687,-5.451412,-3.884965,-6.371772,-6.03737,-5.208146,-5.884489,-4.041739,-3.954661,-5.903195,-4.362096,-3.871664,-3.585474,-5.014853,-5.22147,2.222942,2.152576,2.084749,2.322344,-6.074193,-3.76549,-4.716695,-6.083356,-3.93086,-4.067317,-5.679373,-5.196978,-4.824538,-4.458104,-4.468819,-5.02588,-5.839299,-4.370937,-4.13903,-5.556614,-3.606365,-6.348074,-3.86438,-4.276713,
Q9BW60,-4.02529,-5.258499,-3.598099,-3.74029,-6.044091,-3.858976,-6.041767,-5.873721,-4.789751,-4.14419,-5.591852,-4.922296,-4.215353,-4.812925,-5.529057,-6.065488,-3.244507,-6.718394,-3.378218,-5.203338,-2.13423,-5.403458,-4.185153,-4.751634,-3.210997,-4.739069,-6.067622,-1.71018,-3.803013,-6.009862,-3.902751,-5.398798,-4.119645,-2.850527,-5.177247,-2.917143,-3.025106,-3.801395,-1.670383,-3.336419,
Q9BW83,-4.335845,-3.644168,-4.634131,-5.315608,-4.345061,-5.324662,-3.79391,-5.958332,-5.231814,-5.71679,-3.237542,-6.085753,-6.14668,-5.160266,-3.944821,-3.900815,-4.808987,-2.287264,-1.84407,-1.512665,-2.138052,-2.216822,-1.111752,-1.802269,-0.3863068,-5.983997,-5.813269,-2.37867,-4.161631,-4.136348,-5.630276,-5.769488,-4.337493,-5.428617,-4.713949,-3.331564,-5.056938,-2.137991,-4.261243,-2.095444,
Q9BWD1,0.04916954,0.7858715,1.979212,0.4492512,0.5901756,0.7757168,0.7884655,1.108898,2.2279,1.181562,1.29224,1.046696,-2.335745,0.3219013,0.3677177,0.1308155,2.220253,1.215496,1.475521,1.823156,2.870838,2.253883,2.381554,1.994871,1.520102,1.194431,0.7949848,0.6341705,1.6847,0.808754,0.6080151,-1.055683,1.65481,1.757204,0.1342735,0.1463776,1.555449,-0.6217918,0.9133358,-0.0007343292,
Q9BWD3,-4.500321,-4.730988,-3.936254,-3.641749,-5.243805,-3.662813,-4.282737,-3.454225,2.19754,2.385279,2.815536,2.015236,-4.408092,-4.045309,-5.186939,-5.898556,-4.185061,-4.34542,-3.65968,-4.90882,-6.573477,-5.793621,-5.133827,-4.609066,-3.839724,-3.024969,-5.281042,-4.322662,-3.141407,-4.781996,-4.933362,-4.309743,-4.44638,-4.974389,-3.123907,-5.365962,-3.746365,-4.306883,-4.036869,-3.989325,
Q9BWE0,-3.455685,-4.462444,-4.446632,-3.701754,-5.468132,-4.946638,-5.288107,-3.266734,-4.391174,-4.804174,-4.923096,-4.215531,-5.616707,-4.876582,-5.378037,-5.355143,-3.139603,-3.579945,-4.850969,-4.799784,-4.600873,-7.284481,-5.287975,-6.16143,-2.43935,-5.104939,-6.344839,-3.936796,-4.781509,-2.742149,-4.527138,-2.883236,-0.5931873,-1.574675,-1.175055,-1.206362,-4.801653,-5.899695,-3.952569,-5.217918,+
Q9BWF3;Q9BQ04,-0.7806644,-0.9028664,-0.6322231,-0.4705868,-0.7891369,-0.141077,-0.6896057,-1.02668,2.285154,0.8003311,0.9689064,0.9944191,-4.027534,-4.627507,-6.156525,-2.594734,0.2416801,0.2820168,0.838295,0.04452133,0.5480747,1.500494,1.38299,1.232656,0.2751579,-0.07635498,-1.025181,1.072737,0.1888046,0.5918903,-0.0333252,-0.05271339,0.7465096,0.2813225,0.4647179,0.6985054,-1.493446,1.353479,2.020864,2.331968,
Q9BWJ5,0.8682022,-0.5570755,-0.3050385,0.7475128,0.2219849,0.354908,-2.698418,-0.1825523,0.1991768,0.3986492,0.1547947,0.1142464,0.3264809,0.4483566,0.825119,0.950264,0.5065784,0.411581,0.4072399,0.5527134,0.5156937,1.112377,1.207726,1.001905,1.868826,1.806839,2.299572,2.033281,1.30204,1.197081,1.757046,1.616488,1.603096,1.292673,1.478735,1.21077,1.592873,0.816431,0.7624226,1.054113,+
Q9BWM7,-6.196332,-2.82542,-6.118889,-4.369848,-1.61344,-1.630016,-4.655049,-4.215127,-5.583818,-6.088609,-2.568059,-5.335297,-5.178913,-4.229594,-3.994929,-4.421516,-6.361799,-6.214478,-5.14363,-6.277369,-5.083506,-4.230598,-4.126386,-5.382572,-2.253122,-2.429827,-1.679865,-5.509664,-5.828642,-2.753811,-6.061614,-4.751757,-4.628024,-2.499574,-6.040349,-4.544327,-1.648014,-0.6510735,0.9085045,0.5147133,+
Q9BWU0,-2.653616,-2.41502,-2.581947,-5.163044,-3.062037,-4.458945,-2.823048,-5.607359,-2.126261,-2.945617,-2.205441,-6.192533,-5.993845,-4.363997,-3.180941,-5.582534,-2.108356,-2.290476,-2.543112,-5.24742,-1.190609,-1.052172,-4.671259,-1.661503,-0.1692295,-3.426136,-1.399525,-1.08746,-1.354755,-3.181902,-2.197739,-1.866348,-4.749405,-2.606892,-2.152277,-6.464117,-4.865089,-2.620739,-1.940603,-5.655018,
Q9BX67,-5.960094,-5.577364,-4.208544,-3.642296,-4.99007,-5.383266,-5.350295,-4.572303,-5.537866,-5.086339,-4.725837,-5.204542,-0.4187965,-0.6006126,-0.2855415,-0.562252,-1.310194,-0.8907948,-0.8798447,-0.7770863,-5.589508,-5.507769,-5.156012,-5.139743,-5.084189,-4.195126,-5.222027,-4.679576,-3.706586,-4.941231,-5.440946,-2.984598,-4.383814,-4.601099,-6.610637,-5.031546,-5.760552,-3.685502,-6.066041,-3.928719,
