Majority protein IDs,Intensity MDAMB231 Biol. repl. 1,Intensity MDAMB231 Biol. repl. 2,Intensity MDAMB231 Biol. repl. 3,Intensity MDAMB231 Biol. repl. 4,Intensity LM2 Biol. repl. 1,Intensity LM2 Biol. repl. 2,Intensity LM2 Biol. repl. 3,Intensity LM2 Biol. repl. 4,Intensity BT549 Biol. repl. 1,Intensity BT549 Biol. repl. 2,Intensity BT549 Biol. repl. 3,Intensity BT549 Biol. repl. 4,Intensity Hs578T Biol. repl. 1,Intensity Hs578T Biol. repl. 2,Intensity Hs578T Biol. repl. 3,Intensity Hs578T Biol. repl. 4,Intensity HCC1419 Biol. repl. 1,Intensity HCC1419 Biol. repl. 2,Intensity HCC1419 Biol. repl. 3,Intensity HCC1419 Biol. repl. 4,Intensity HCC1954 Biol. repl. 1,Intensity HCC1954 Biol. repl. 2,Intensity HCC1954 Biol. repl. 3,Intensity HCC1954 Biol. repl. 4,Intensity JIMT1 Biol. repl. 1,Intensity JIMT1 Biol. repl. 2,Intensity JIMT1 Biol. repl. 3,Intensity JIMT1 Biol. repl. 4,Intensity SKBR3 Biol. repl. 1,Intensity SKBR3 Biol. repl. 2,Intensity SKBR3 Biol. repl. 3,Intensity SKBR3 Biol. repl. 4,Intensity MCF7 Biol. repl. 1,Intensity MCF7 Biol. repl. 2,Intensity MCF7 Biol. repl. 3,Intensity MCF7 Biol. repl. 4,Intensity MCF10A Biol. repl. 1,Intensity MCF10A Biol. repl. 2,Intensity MCF10A Biol. repl. 3,Intensity MCF10A Biol. repl. 4,ANOVA Significant
,MDAMB231,MDAMB231,MDAMB231,MDAMB231,LM2,LM2,LM2,LM2,BT549,BT549,BT549,BT549,Hs578T,Hs578T,Hs578T,Hs578T,HCC1419,HCC1419,HCC1419,HCC1419,HCC1954,HCC1954,HCC1954,HCC1954,JIMT1,JIMT1,JIMT1,JIMT1,SKBR3,SKBR3,SKBR3,SKBR3,MCF7,MCF7,MCF7,MCF7,MCF10A,MCF10A,MCF10A,MCF10A,
,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,MCF7,MCF7,MCF7,MCF7,MCF10A,MCF10A,MCF10A,MCF10A,
Q7L5N1,0.675106,-0.3470993,0.2717228,-0.06118393,-0.6410122,-0.534481,-0.4464035,-0.08074379,0.4912014,-1.685547,-0.2950649,-0.2068882,-0.8635674,-1.347296,-2.93804,-1.249025,1.006897,1.209469,1.181866,1.313734,1.580072,1.598623,1.629713,0.8426456,1.567738,0.8925724,0.6704273,0.2229118,1.135073,1.502741,1.369833,1.265451,-1.815432,-0.663475,-1.514849,-0.7285614,0.8731918,0.8528805,0.897131,1.039639,+
Q7L5N7,-4.473644,-5.147292,-5.638347,-3.385638,-5.025618,-2.996059,-5.56592,-4.430638,-4.378908,-5.792753,-4.769063,-4.329527,-4.616901,-6.082418,-4.708148,-3.727252,-4.791608,-4.901751,-4.565893,-5.517998,-1.721819,-0.001062393,0.06335449,-0.2282639,-4.602696,-2.661547,-5.673437,-4.331795,-3.85581,-6.242611,-3.080442,-5.264935,-4.122213,-4.840884,-4.551079,-5.05629,-0.3210621,0.2125454,-0.2718105,0.184166,+
Q7L5Y9,-5.248107,-3.041084,-4.023558,-5.682966,-4.197829,-3.563215,-5.10834,-5.245846,-2.794544,-3.251619,-3.153976,-1.07436,0.3734398,-1.512541,-2.295649,-3.259071,-0.536375,-0.4642372,-0.6165771,-0.8535099,-2.57859,-1.645287,-3.169344,-1.546551,-2.112322,-0.1660137,-6.165107,-0.2850285,-0.9689655,-2.160469,-0.7340126,-1.04232,-2.216288,-1.800797,-1.981245,-4.528778,-2.531042,-5.890476,-2.518393,-1.135195,
Q7L7X3,1.453955,1.543051,1.407347,1.115841,1.679489,1.348427,1.01844,1.70052,0.007305145,-1.200846,0.03726578,-0.2877007,-0.7765064,-0.5146446,-0.04198456,-3.303858,0.7793102,1.426352,1.243883,0.692049,2.000599,1.40917,1.691326,1.61557,0.7730732,-1.453737,-0.8021431,0.1505413,3.129602,3.328957,2.868124,3.136835,1.036188,0.3598518,-0.2701511,0.1925278,-1.367788,-0.9739113,-0.7371922,-1.270302,
Q7L9B9,0.7161999,0.6814575,0.4284706,-0.5361061,-1.847771,-2.045082,-2.547699,-2.629345,-2.054827,-2.376102,-2.162016,-2.454046,-4.175616,-3.420552,-3.251613,-5.476907,-4.225288,-3.235039,-4.875593,-4.111154,-1.306267,-0.7953472,-0.2984867,-0.6943626,-4.924975,-4.938044,-4.919544,-2.8932,-6.47211,-5.149684,-4.783425,-5.865319,-5.390401,-3.757249,-3.288886,-3.863187,-5.169077,-4.581902,-4.578883,-4.10926,
Q7LBC6,-5.625737,-4.102882,-3.726876,-3.990541,-5.337351,-4.133326,-4.878612,-4.516244,-3.742621,-4.605864,-4.87695,-4.043213,-1.592821,-1.6968,-5.730416,-2.362932,-1.128916,-2.797298,-2.939919,-2.70257,-3.887953,-1.680441,-2.374205,-2.838148,-4.521524,-4.604363,-5.280281,-2.010998,-4.208174,-2.768488,-2.161009,-3.058619,0.5053005,-1.836851,-1.92787,-1.307615,-0.5415764,-1.720694,-2.229765,1.185442,+
Q7LBR1,5.661835,5.810041,6.017366,5.578508,4.272417,4.429474,4.309885,3.956783,3.446711,3.805351,4.110052,3.100557,2.145908,2.186958,2.771795,2.931456,2.710697,2.870106,2.825603,3.150341,1.211714,2.573774,2.68924,2.75034,1.709244,-6.634226,-0.9016533,2.32634,2.978632,2.774481,3.480516,2.755318,3.599152,3.247074,2.948439,1.913227,2.584919,1.832926,0.6932011,2.761429,
Q7LG56,-5.981878,-6.053361,-4.1591,-6.029064,-5.114284,-3.704872,-3.541463,-4.186469,-4.919562,-5.167077,-5.257261,-4.548934,-3.764427,-4.577559,-5.851002,-6.136722,-0.3319092,-0.808527,-0.4129639,-0.3999004,-2.394594,-3.39784,-2.746355,-3.083815,-4.793521,-5.025387,-4.112876,-4.560506,-5.255565,-6.084801,-6.603817,-5.049405,-2.500343,-4.16384,-4.736479,-3.837027,-1.366297,-5.806312,-1.198841,-2.103207,
Q7LGA3,-2.176516,-2.736332,-5.593175,-2.979637,-4.362757,-4.630354,-4.000828,-4.899082,-0.5691242,-0.4034233,-0.6351395,-0.8619366,-4.991707,-3.503647,-4.817697,-5.586871,-0.8137836,-0.3260498,0.1585751,-0.02377701,-2.060856,-1.121462,-1.490211,-0.9361687,-1.498213,-1.513842,-2.025227,-2.961361,-3.017523,-2.430368,-2.743567,-1.441914,-4.302117,-4.433224,-3.235443,-4.45963,-4.511888,-4.824307,-4.432433,-5.210684,+
Q7RTP6,-4.801945,-3.685894,-5.29787,-3.88007,-4.921382,-4.548219,-2.785278,-4.357797,-3.515566,-3.148867,-3.296227,-2.102938,-4.72339,-5.360439,-5.162292,-4.464711,-3.757915,-0.5211163,-1.030426,-0.7840061,-1.595572,-1.068361,-1.495388,-4.250605,-0.5110683,-1.806734,-0.6312637,-1.349581,-1.424932,-4.568511,-1.853418,-4.946293,0.5188217,-1.659737,-0.1643772,0.4075012,-5.257207,-3.436819,-2.66687,-5.056026,+
Q7RTV0,-0.3316441,-1.446613,-2.045338,-0.7776794,-1.650272,-1.726982,-1.975954,-1.763895,-0.5582619,-1.263912,-1.276789,-0.7320995,-1.302891,-3.442022,-1.058432,-3.383223,-1.066221,-2.062639,-1.218346,-1.47971,-0.8445816,-1.871269,-1.629742,-0.8562756,0.7887383,0.8846684,-0.04079247,0.137394,-0.3303909,-0.08819389,-0.8192825,0.4830856,-0.1543293,0.1167221,0.2140179,-0.6822281,-2.042597,-0.8804512,-0.3285542,-0.3876457,
Q7RTV2,-3.039717,-2.491856,-2.402918,-2.994678,-5.556818,-4.191642,-3.795728,-5.085343,-4.437463,-4.438785,-5.599025,-4.38183,-0.9148121,-0.1338425,-0.9895477,-0.3791142,-4.734469,-2.160141,-3.959833,-4.976697,-5.319638,-1.725981,-2.229002,-1.979309,-3.140568,-5.003421,-6.001259,-2.290482,-6.123837,-3.572947,-2.132944,-2.455183,-5.510312,-6.253306,-2.039314,-5.414439,-0.5238762,0.228653,-4.523076,-0.5562286,
Q7Z2K6,-4.829679,-4.155934,-4.377392,-4.505553,-4.60794,-4.716585,-4.574795,-4.499296,-5.289904,-4.64927,-6.071732,-3.557482,-4.321744,-5.080419,-3.288477,-4.842845,1.684502,1.819363,1.653538,2.095831,3.518806,2.390675,1.696745,2.755302,-5.011795,-4.605515,-3.273693,-3.388922,-1.513165,-5.386065,-2.549473,-3.817331,-2.991676,-3.406103,-2.315639,-3.286283,-4.97536,-4.330873,-3.913189,-4.690825,+
Q7Z2K8,-3.782488,-1.685535,-2.198254,-2.833015,-1.75609,-2.314503,-1.461847,-0.6906719,-0.9635277,-0.6821289,-0.5164547,-1.152325,-3.855467,-2.416447,-2.574697,-2.169823,-4.810627,-3.198071,-2.96623,-4.041761,-2.671007,-1.890644,-3.337082,-3.739769,-6.710361,-7.453955,-5.904006,-6.342915,-4.538385,-5.995356,-4.572879,-6.164371,0.9074364,-0.3366756,0.2661419,1.042273,-6.278721,-4.511573,-5.084293,-4.239877,+
Q7Z2T5,-3.000921,-6.351875,-3.900571,-5.053689,-3.568721,-5.304158,-4.88706,-0.6969128,-4.702811,-4.479496,-4.718899,-4.455531,-4.229866,-4.52561,-2.718456,-4.38122,-3.497004,-3.742987,-3.978577,-4.578556,-5.226378,-4.385315,-2.880812,-4.048985,-5.95149,-4.205399,-5.911971,-4.379883,-3.650036,-6.197721,-6.170236,-3.654915,-2.584299,-3.004011,-2.66888,-4.383993,-4.44328,-3.769956,-4.348664,-2.855846,
Q7Z2W4,3.087683,2.970373,2.783567,2.773155,2.701996,2.41119,2.465527,2.754374,2.017483,2.113489,1.910843,2.034794,-0.06867218,-0.09908104,-0.2504654,0.2093067,1.697359,1.913248,1.614458,1.815422,2.372,2.454033,2.58526,2.108713,2.729568,1.933971,0.765234,2.842546,2.290577,2.125589,2.185919,1.979153,1.943266,1.451822,1.810966,1.564781,-0.7535362,-0.946022,0.07926369,0.3768063,+
Q7Z2W9,-5.890128,-4.870114,-5.456112,-3.133724,-4.55355,-4.553038,-6.114266,-3.836631,-2.229237,-4.824403,-2.132069,-2.040312,-5.535854,-4.540832,-5.063728,-4.905963,-2.491819,-2.14395,-2.515387,-1.544449,-1.967569,-5.965046,-1.663414,-1.068401,-4.393183,-2.263083,-5.126108,-2.443651,-2.223536,-2.855045,-1.907795,-2.352297,-3.434169,-5.814569,-6.818186,-3.947633,-1.58461,-0.9922295,-0.4449291,-1.655251,+
Q7Z2Y5,-3.820363,-4.811563,-3.320398,-5.550742,-4.261244,-3.522792,-4.709577,-3.880446,-4.439446,-4.603323,-5.086968,-5.53295,-6.188113,-5.660512,-4.393088,-4.777783,-1.024916,-0.9492493,-1.273306,-1.109261,1.594721,-3.969808,-5.250665,-6.230969,-6.106893,-4.15132,-4.948426,-5.043964,-5.876924,-4.162616,-4.878205,-6.128233,-3.728451,-5.781744,-1.853931,-5.171506,-6.0297,-4.61742,2.872261,-4.092591,
Q7Z3B1,-1.667187,-1.595131,-1.330063,-4.234154,1.212318,1.415899,1.215839,1.401567,0.006113052,0.02817345,0.1275043,-0.3477135,0.2168922,0.01448631,-0.01715851,-0.004974365,-3.604341,-6.393982,-4.583942,-4.153971,-4.192825,-3.105237,-6.078296,-5.460199,-2.785881,-2.815817,-5.556054,-4.443849,-5.089077,-6.159792,-5.306022,-4.9281,-4.372217,-3.481176,-3.377682,-4.308574,-5.265995,-5.346135,-4.532552,-5.732833,+
Q7Z3B4,-6.439806,-5.30399,-2.533894,-5.190923,-5.904802,-3.189579,-3.074218,-4.860845,-5.319865,-4.802184,-2.111023,-3.808724,-4.641267,-4.816067,-5.460743,-4.48925,-4.450835,-4.710282,-3.563179,-5.71491,-4.702988,-2.512278,-2.535673,-5.484679,-2.300047,-2.421144,-3.660229,-2.902811,-2.912966,-2.825461,-5.815698,-4.166025,-4.799798,-4.861786,-2.388687,-2.361813,-2.558002,-5.516356,-2.743151,-2.086954,
Q7Z3C6,-4.581123,-3.288355,-4.975687,-4.537722,-4.759483,-4.62092,-4.410256,-5.524737,-4.784826,-4.107396,-3.059607,-4.95698,-3.9622,-3.517498,-4.240053,-5.961426,-3.576904,-2.983824,-5.315506,-5.817729,-3.352325,-2.954835,-5.196716,-4.686163,-3.199795,0.04883003,-1.590778,-5.876984,-6.10519,-6.623722,-3.737411,-3.158627,-4.843431,-3.873226,-3.541752,-4.125033,-5.068018,-4.997157,-4.758436,-3.843064,
Q7Z3U7,-3.92136,-5.266311,-4.918015,-5.082441,-5.287546,-4.186916,-4.13465,-4.957791,-4.648674,-4.647898,-4.330309,-5.55246,-4.731331,-6.730866,-5.325531,-5.348516,-1.082384,-0.4130859,-0.9986477,-1.394203,-4.667376,-6.911704,-5.030548,-4.216913,-2.574106,-1.562233,-3.106615,-4.407039,-5.865133,-5.343253,-5.651965,-5.927056,-3.771638,-3.258512,-5.063033,-5.052984,-4.207556,-5.906065,-3.569941,-3.898852,
Q7Z402,-2.38588,-3.017389,-5.175836,-2.801865,-4.429645,-5.276381,-5.466891,-4.579018,-4.821021,-5.552912,-4.801146,-5.894719,-4.066207,-4.614403,-3.170735,-3.50307,-0.7592297,-1.470562,-0.00841713,-0.7097263,-4.533339,-4.521923,-3.339071,-4.559706,-2.644428,-4.2711,-3.940721,-5.312962,0.9782677,0.4623394,0.05934143,0.5845661,-4.030084,-4.668334,-2.639863,-5.098072,-5.231911,-4.001138,-4.235192,-5.051463,+
Q7Z403,-2.212345,-2.494799,-2.47348,-2.099501,-5.351371,-4.649866,-4.678819,-4.098179,-4.742734,-4.086837,-4.888172,-4.459807,-4.559253,0.797514,2.015549,1.763321,0.4766693,-0.03473473,0.02240562,-0.3885288,-3.116045,-0.4099541,-5.384405,-5.553701,-4.002485,-3.694907,-6.217257,-3.545957,1.697617,1.760925,2.266869,2.257599,-5.824704,-4.463783,-4.091268,-4.277197,1.625088,2.654308,-3.897114,1.269426,
Q7Z406,1.823341,2.21427,1.550821,2.159008,-0.9491062,-0.8224792,-0.2508278,-0.3343544,-0.9187222,0.3193893,1.049299,1.269152,-0.4261913,0.3377132,0.6782894,0.2293949,5.167427,4.433392,4.901484,4.720926,3.078934,3.228907,3.222759,3.169464,4.749289,4.741571,4.66114,4.613949,4.94142,4.893761,4.638855,4.771935,3.123518,3.453703,3.212444,3.518492,1.330667,2.314388,2.147005,1.935709,+
Q7Z417,-6.750032,-4.616536,-5.676479,-4.561267,-5.051673,-4.845902,-4.10523,-4.84206,-3.495702,-4.564623,-4.027511,-4.501641,-4.054853,-4.863373,-4.743246,-5.384729,-4.85014,-5.087683,-5.714205,-4.529793,-4.492271,-6.233813,-5.769143,-4.872846,-3.098673,-4.264027,-7.312174,-4.01034,-4.191893,-4.939986,-5.942955,-5.502032,-4.730831,-4.46614,-3.999304,-4.572514,-4.326947,-5.68429,-5.024017,-5.923689,
Q7Z460,-4.501137,-3.884783,-3.912405,-3.40645,-5.666235,-5.0376,-3.775671,-3.651484,-4.649076,-4.480396,-4.762138,-4.315605,-5.782699,-4.238926,-3.815598,-3.612862,-1.526918,-0.8582058,-5.044062,-3.125174,-1.798199,-1.011988,-2.04022,-0.9890137,-0.9211254,-0.8344669,-2.268026,-0.6692257,-1.853901,-2.78768,-1.792898,-3.269255,-3.457388,-3.146231,-1.704653,-2.276844,-2.877716,-3.87735,-1.4342,-3.131214,+
Q7Z478,-4.142138,-4.482435,-3.068747,-3.171227,-4.711261,-5.076723,-3.445528,-4.486051,-4.254801,-5.41483,-4.655411,-5.137667,-3.922135,-5.665205,-3.580726,-4.979436,-1.586397,-3.189798,-1.372654,-1.836233,-2.416971,-6.384109,-5.786257,-2.653833,-1.501884,-0.3429394,-3.725657,-2.530022,-5.356128,-3.816405,-4.477005,-3.877103,-3.085806,-2.861511,-5.711189,-3.893335,-4.301918,-5.960275,-4.545803,-5.586712,
Q7Z4F1,-3.354396,-5.110966,-5.811357,-4.256447,-5.160366,-4.250862,-6.308169,-7.314875,-2.687107,-0.5457153,-5.380371,-2.345089,-3.935964,-5.287883,-5.581147,-3.198629,-4.352482,-3.861189,-4.558743,-5.14789,-5.217646,-4.830573,-3.96104,-3.910624,-5.325025,-6.355767,-6.093553,-6.369979,-5.213776,-6.012657,-4.02336,-4.498516,-5.46154,-5.64917,-3.258744,-5.820337,-3.178164,-5.12337,-4.408218,-5.717447,
Q7Z4G1,-4.655897,-2.684372,-4.997436,-4.133572,-4.278366,-4.664361,-5.607749,-3.187466,-4.962388,-4.872144,-2.694536,-3.67744,-5.183517,-4.129271,-5.185197,-4.786017,-2.942244,-3.403627,-5.378634,-6.074457,-3.174658,-3.751812,-3.130232,-3.799444,-3.095051,-3.024082,-2.792114,-2.729139,-2.807072,-2.454794,-2.670582,-2.421726,-3.230441,-2.355661,-2.356665,-2.426413,-5.302817,-2.467041,-6.339163,-2.976852,
Q7Z4H3,-4.430831,-3.864573,-4.858093,-3.456909,-4.969418,-4.076547,-4.199033,-4.77739,-2.468849,-3.571951,-4.836732,-3.470852,-5.10206,-4.13556,-2.929284,-4.749018,-2.195827,-2.030056,-1.505175,-1.941221,-1.579483,-2.083397,-2.329668,-1.541998,-4.589713,-3.111973,-2.281955,-2.563675,-1.019344,-0.8253632,-0.6955414,-1.19006,-4.211786,-4.926229,-2.588341,-5.280825,-3.661088,-1.504162,-2.243021,-2.639299,+
Q7Z4H7,-1.544834,-4.712272,-2.557617,-2.93541,-4.89882,-3.40716,-5.473423,-0.1011944,-3.468316,-4.494739,-5.302711,-4.378797,-4.65352,-3.85463,-2.884523,-4.596225,-3.327555,-4.504206,-4.835196,-3.682837,-1.060459,-0.6616764,-0.1705799,-1.194006,-1.526527,-1.539261,-3.90332,-3.235018,-3.279794,-5.848155,-6.261263,-3.272408,-3.887261,-3.759716,-3.670963,-2.834803,0.2826862,-3.907477,-5.305103,0.9824371,
Q7Z4H8,-4.067785,-4.353288,-4.33569,-3.017962,-0.5239887,-3.158572,-4.775364,-4.823722,-4.733002,-4.81025,-4.812661,-4.114675,-4.261709,-3.525689,-3.163237,-4.125084,-4.588262,-4.254874,-5.951683,-3.821105,-4.148279,-3.371637,-3.761269,-3.92947,-4.86662,-5.614251,-4.388541,-6.485368,-4.872366,-5.350543,-4.024137,-5.139936,-3.549366,-6.946652,-3.720718,-3.692629,0.6672554,-2.364189,-4.045939,-1.739521,+
Q7Z4Q2,1.094288,1.03573,0.371727,-0.02019119,0.6043606,0.8808708,-0.5748806,0.4771023,-0.9646091,-0.9749317,-0.9019165,-1.55265,-6.880548,-5.860963,-3.927097,-5.520047,-4.758511,-4.876349,-5.205691,-3.306623,-4.178408,-1.271212,-3.097727,-5.887648,-5.569481,-2.697481,-4.826141,-4.862571,-4.259488,-5.115365,-6.209857,-3.977904,-1.971457,-5.426717,-5.282579,-5.005373,-3.12219,-4.957157,-4.026747,-4.295131,+
Q7Z4S6,-2.403236,-3.548281,-2.894426,-5.12005,-5.567224,-5.614187,-3.751101,-4.464902,-2.17251,-3.485571,-5.764753,-6.034065,-4.856441,-5.031246,-4.905166,-5.589038,-0.5695896,-0.4035988,-0.585165,-0.7197781,-1.345018,-1.991125,-1.26848,-1.320747,-3.391405,-3.138014,-4.888279,-2.50646,-1.17901,-1.850147,-1.419966,-1.760172,0.02787781,-2.646145,-0.6573486,-0.747757,-2.739269,-1.8344,-2.263515,-1.576305,+
Q7Z4V5,-6.25508,-5.242433,-5.062951,-4.804471,-4.879688,-3.919549,-3.463258,-4.241406,-3.471188,-4.527252,-4.107125,-4.221989,-4.357531,-4.157577,-5.55288,-3.378377,-0.9346313,0.2158489,-0.8287945,-0.01463509,-4.494539,-5.874094,-3.404241,-3.751263,-1.644037,-0.03037071,-1.863115,-2.559637,-1.865036,-5.769794,-3.484077,-3.22217,-5.156895,-1.507866,-1.252285,-1.89543,-5.385594,-7.030418,-3.55117,-4.82988,+
Q7Z4W1,-1.931643,-2.626005,-1.237467,-0.8005981,-2.392635,-3.148361,-3.546297,-3.431671,-0.1849174,-2.649672,-2.556009,-2.488535,-4.451757,-5.246718,-4.458884,-4.649506,0.165514,1.126972,0.9156532,0.4955025,-0.1969166,-0.5124359,0.2244225,-0.1793346,0.384079,-0.3075314,0.444376,0.8241787,3.044565,2.824467,4.160124,2.881987,0.7439518,1.771345,1.832178,2.240726,-0.1525288,-1.298729,0.4649029,0.9001484,+
Q7Z569,-4.942911,-2.395881,-4.547563,-2.331597,-5.106366,-4.098357,-5.839522,-2.779114,-3.668868,-5.206487,-5.049533,-4.345714,-3.284556,-2.904047,-3.062368,-3.45894,-3.20118,-4.440661,-4.304015,-4.708269,-3.595308,-3.945698,-3.807222,-3.696623,-4.656558,-4.495632,-5.677312,-5.802164,-5.501807,-3.93509,-5.603305,-5.720592,-3.350761,-5.308882,-4.244733,-3.655236,-3.492033,-6.303176,-4.056116,-4.729289,
Q7Z5G4,1.063377,1.626661,1.405098,1.619204,2.010536,1.836866,1.935902,2.230116,1.04591,0.3777428,1.233793,0.7915039,0.4717159,0.169611,-0.299612,-1.314789,2.147425,2.391541,2.217464,2.286907,2.421988,1.557713,1.985687,1.778305,1.024601,0.2982559,0.0002918243,0.1351624,2.206263,1.382793,1.726458,1.687092,2.666565,2.204205,2.450718,2.749126,-0.2969532,-0.2580853,0.44837,-1.493587,+
Q7Z5L9,-4.056396,-4.042572,-3.244329,-4.293941,-5.261816,-4.645379,-4.749668,-4.374493,-2.990498,-4.685862,-5.998879,-3.971075,-4.893415,-5.994983,-5.552602,-5.391063,-3.093851,-3.6259,-3.357285,-3.693132,-3.712883,-4.485035,-5.05138,-4.306213,-4.280054,-5.885733,-4.139694,-3.315708,-5.545185,-5.13061,-5.166785,-4.618132,-4.617955,-4.946444,-4.352453,-5.469563,-4.680628,-3.680403,-3.527077,-5.090029,
Q7Z5N4,-4.598384,-5.277235,-5.133626,-5.291509,-3.086351,-2.835142,-2.63574,-3.160765,-3.021358,-4.688567,-5.119953,-3.096545,-3.787951,-4.353411,-3.921154,-4.583447,-1.726837,-4.642737,-5.178092,-5.733358,-2.840945,-4.513331,-4.444005,-5.551671,-6.624383,-4.512151,-5.033286,-4.099224,-1.008335,-4.957328,-5.732429,-5.57094,-5.203589,-5.32551,-5.015313,-3.605871,-4.786711,-4.534857,-5.390411,-4.766577,
Q7Z698,-2.630758,-1.079477,-1.1388,-1.093863,-3.012171,-4.164536,-2.559326,-2.393736,-5.243557,-5.00472,-5.026683,-5.543866,-4.935874,-4.767121,-4.684572,-6.253129,-2.454491,-1.683924,-2.019133,-2.989174,-4.389597,-4.547231,-4.426767,-5.533239,-5.071819,-5.555358,-5.756492,-4.382683,-3.785036,-3.984724,-4.814764,-5.018687,-6.788972,-3.806649,-4.504094,-4.381931,-5.220324,-5.474218,-3.137812,1.835323,
Q7Z699,-2.148254,-2.77557,-2.251812,-2.454882,-1.397509,-1.191156,-1.283346,-1.223396,-3.697292,-4.29395,-4.157378,-4.270386,-3.577754,-4.73729,-4.606637,-4.709735,-5.44663,-5.169211,-4.743182,-3.914431,-3.977074,-5.026454,-5.469685,-5.700532,-4.73643,-6.150145,-4.667894,-4.346101,-6.05205,-6.212931,-6.275983,-3.556798,-4.840443,-5.397196,-3.993308,-3.702847,-4.38362,-3.649685,-6.703319,-3.641046,+
Q7Z6B7,-5.253922,-2.009258,-4.585086,-3.171806,-3.333036,-5.023973,-2.774139,-3.295303,-5.254961,-3.879437,-4.115974,-3.721683,-5.368808,-1.650286,-5.440539,-4.860117,-1.823002,-2.728319,-3.129692,-1.801941,-1.236801,-1.612434,-1.517195,-1.637712,-3.022118,-3.97253,-2.14291,-2.730444,-0.2585316,-1.663507,-1.530035,-1.94804,-2.154295,-1.283031,-1.342968,-1.514606,-2.117268,-2.021446,-5.496195,-6.423952,+
Q7Z6Z7,0.7158699,-0.6322536,-0.1539116,-0.6972961,-0.240551,0.2479305,0.08635139,0.08514977,0.463068,-0.6603642,-0.5061626,0.4648247,-5.702565,-1.460238,-2.249378,-2.290493,2.069445,1.831572,1.027727,1.247149,2.417418,1.482595,1.885427,1.417665,3.680161,3.652187,3.361622,3.288124,2.219883,1.343576,1.271492,1.553579,-0.4488506,-0.8524799,-0.2335625,1.426498,-0.1145172,0.9620152,2.578371,0.04225731,+
Q7Z7C8,-6.129049,-3.565453,-2.92141,-3.230835,-4.95409,-4.558617,-4.471119,-4.246294,-4.89322,-4.327939,-6.115744,-4.352741,-5.267915,-3.670303,-4.070469,-5.042639,-5.103509,-5.343397,-5.258786,-4.396217,-5.527311,-4.882347,-4.906406,-5.85578,-4.196567,-5.875384,-6.334387,-3.623795,-5.369753,-6.297481,-5.474794,-6.204254,-3.925293,-3.878967,-3.698061,-5.353591,-4.031527,-4.499807,-4.924641,-5.584511,
Q7Z7D3,-5.069363,-4.796537,-6.228723,-4.032048,-4.112116,-2.496276,-6.372169,-5.561571,-4.675015,-4.123234,-5.636523,-5.295452,-5.409321,-3.260225,-5.014416,-3.410245,-1.794436,-1.870422,-1.898348,-1.436998,1.207602,1.135124,1.302141,0.7545757,-3.518618,-4.35362,-4.254145,-3.757665,2.724594,2.359861,3.05954,2.889854,-4.723264,-5.922472,-4.761212,-4.208808,-2.745739,-3.161066,-3.891821,-2.687304,+
Q7Z7G0,-0.9465141,-0.911953,-1.57716,-1.582909,-5.272107,-6.042658,-3.081333,-5.82824,-0.5482121,-0.1052074,-0.7104778,-1.241753,-2.981097,-1.711029,-4.752625,-1.853296,-4.471932,-3.553648,-3.943315,-6.195952,-0.7552776,0.1397228,-2.84524,-4.727842,-1.364176,-2.770292,-1.64546,-0.4164715,-5.240892,-3.915611,-2.261841,-1.937504,-4.398736,-4.346876,-1.501167,-5.688565,-0.1679249,0.1022911,-4.42744,-0.4134483,
Q7Z7H5,-1.092804,-1.814915,-1.845205,-2.575405,-5.819895,-5.32081,-4.792724,-5.456077,-0.581728,-3.076946,-4.928299,-3.412952,-5.095281,-4.193684,-5.234148,-5.356198,2.317591,2.490725,2.532553,2.360888,1.763966,0.787199,0.8205605,1.208059,-1.075188,-0.6351871,0.4357891,0.3680668,0.7480831,-1.152594,1.045332,0.5306816,-2.727369,0.4651947,0.7921829,-0.5820313,-0.5563297,0.2191944,1.697569,0.5418205,+
Q7Z7K0,-4.15032,-4.102152,-3.023815,-3.21073,-3.583899,-3.506929,-3.251755,-4.460228,-3.777548,-5.584431,-2.985323,-3.950081,-6.69311,-7.451796,-5.115886,-4.875013,-6.191488,-3.253019,-5.86416,-3.360464,-5.629364,-2.828459,-1.821451,-2.145391,-3.687311,-3.892883,-5.89635,-1.906322,-4.084553,-4.080706,-3.578081,-4.354027,-5.434772,-2.725788,-1.666922,-2.147671,-0.7948933,-1.355507,-0.6237774,-0.2785473,+
Q86SF2,-2.636805,-2.926428,-2.790888,-1.651093,-1.422184,-2.574688,-3.339827,-5.368991,-1.556183,-1.568537,-2.397375,-1.314463,-0.01084518,-0.6194954,-0.7284927,-0.2203312,4.304016,4.450153,4.366291,4.235075,2.10244,1.74501,1.423809,1.692381,-1.674168,-2.162563,-5.164931,-1.659107,0.6291542,0.6334267,0.4947586,0.676857,-3.887695,-3.350763,-2.492781,-3.045834,-1.028248,-1.133961,-4.806662,-0.3789997,+
